age,income,credit_score,debt_ratio,loan_amount,loan_approved
58,67156.31064810394,369,0.13171502857909356,7859.257522774512,0
46,55077.44611241621,698,0.8652957589089124,18806.527817047263,0
32,43770.681291487985,502,0.15727320817971535,9270.49705008836,0
62,59491.72799159427,447,0.30978785920909924,17582.586421989552,0
18,84060.39286706594,771,0.2900455319624369,19864.982726665003,1
42,52727.99382587743,498,0.8714140341908543,13122.530568238913,0
24,53723.30879450504,725,0.672702994208898,20911.76422045892,0
26,43109.58650689634,791,0.7966813971913723,17408.918539306418,0
41,37252.33445802813,441,0.250467898792499,11520.692899276122,0
18,62455.03724816369,612,0.6248740996069989,22007.145011330373,0
61,37158.74261136699,464,0.5717459831437487,9291.640891303048,0
25,51073.49355829089,613,0.8328303767882711,13116.497850482172,0
41,42835.13829852325,320,0.9060870604812605,13968.425981903356,0
28,57184.697386195876,381,0.012156771477386807,18026.11850509128,0
68,55004.931579304226,430,0.6740199190587927,20577.166486905673,0
34,65563.0991638685,604,0.05183579911972902,20263.95778451357,1
25,42349.75401717879,670,0.5488586650773559,16118.74159787153,0
52,45951.87597059943,683,0.2876327290436782,13598.654477682167,1
52,35318.54426326539,744,0.3067765995221412,5870.07879186185,0
50,43335.60109885833,724,0.3529585034523566,8429.270727723917,1
22,55659.50739567279,460,0.6212924490496101,23833.277446457178,0
59,61354.829249680275,477,0.3340499656687692,5819.640062487304,0
56,36167.52013733562,789,0.7326990505902804,11077.546783789452,0
58,63044.088801584905,626,0.4045273855738697,20723.03141025045,0
45,70334.56788207426,588,0.06835320030995862,16048.566495986834,0
24,56201.523548355515,653,0.7837598424841072,19640.225355028462,0
26,78151.937188371,327,0.285758324592706,17714.141756353383,0
25,38393.1620134464,342,0.43276687959926263,22347.912686804433,0
29,31330.179450328746,722,0.6854438832219015,16477.136432824424,0
51,23319.19626643582,476,0.332456157148712,18317.238645757556,0
50,72440.66467233775,828,0.056585656146715624,11378.767339708298,1
65,59815.484845310864,793,0.3739210470128136,17931.664877890682,1
40,49166.229936343174,497,0.9444485826943034,13019.369510053857,0
41,54199.529394797304,816,0.6417343972985582,12734.470660096438,0
54,33117.66429052435,813,0.6714791486672069,19473.617573235686,0
52,86686.27969425239,321,0.6322821536376398,19508.11688029682,0
61,51938.31772962841,411,0.1989921389594368,23442.210778730656,0
57,51640.92191907339,356,0.41833386410228013,23116.315927431006,0
39,60886.49935848038,365,0.7509397983633183,19586.575806793877,0
44,57215.1384760507,397,0.10137289755315915,6397.771948816437,0
52,53358.26036418697,443,0.27785277608971226,24138.404914748484,0
18,38142.88316832032,734,0.2763191084658536,19589.838353331812,0
52,57072.025357039936,385,0.432018927594506,11170.699549568486,0
54,78230.3674471255,643,0.9803687409421851,18644.54577781391,0
64,70181.30069232467,593,0.06750254668382194,9813.67129518636,0
31,73897.79939959096,542,0.518700994380595,18093.15060054871,0
20,42331.76485353222,331,0.17936468201221045,8418.649794629504,0
18,35155.92769612129,690,0.9706765454097441,10958.907956066818,0
22,48113.19619850528,576,0.1133035047274642,18549.645646002635,0
43,50835.87368433042,831,0.40360100236159124,20364.433714964467,0
31,66412.87277706423,453,0.7378849848346062,16627.184297169053,0
56,24613.03055427771,682,0.7045544280274453,13569.156816560147,0
44,72943.2547919092,367,0.42272863689393225,4425.668524915047,0
26,47629.88152131516,513,0.34652416795271823,13954.894501743202,0
32,43596.7839507887,675,0.39761237855287057,17667.42538412264,1
32,34818.434371097486,512,0.2642762631586393,13416.174470321765,0
43,25177.14992201346,378,0.2053329387067998,14887.110294527909,0
59,62347.55875942872,680,0.48303969755889,14071.912660410397,0
30,51099.76950782606,357,0.2685337560676073,13391.468910892832,0
68,30650.58650388419,325,0.2874616648972501,15379.386949799064,0
49,30573.818419045758,746,0.6567560634745571,13636.527089237698,0
56,44963.229510648074,365,0.9685373316998922,22216.447768159713,0
66,75035.32287934089,553,0.6036372005593751,3967.905758081335,0
69,46106.12972954593,343,0.07697946706496628,12270.787070144612,0
49,27452.855703228408,396,0.07558361385406698,10648.718882413874,0
21,46313.85403871084,526,0.951423220845566,16095.55300017205,0
47,45909.146453784946,735,0.29729079030733363,15385.723929415632,1
54,9546.700355876426,678,0.09206698608247543,23110.965507747143,0
40,49185.577002232814,477,0.5990445871503816,24755.710241488974,0
56,46535.98204686983,726,0.6236487782902661,11134.582722147594,0
62,60443.095472201276,606,0.6485048201186882,15002.500325168148,0
32,77734.34142418018,803,0.2674020278575413,15981.522084621776,1
60,66898.47544321636,567,0.015110684214475034,11010.93125831332,0
46,45966.669641677545,307,0.9650153694544719,18141.910180188115,0
53,33402.11136887495,807,0.2508930456911025,13802.463156175278,0
30,88600.3970487479,775,0.6760262880525475,9661.82574699511,0
49,50888.27651021732,596,0.7066298698787096,13602.158478667285,0
24,50208.939378694195,463,0.6100074170794857,10011.627136296756,0
68,49638.12369334995,784,0.3129073942136482,20183.23414709628,1
39,52971.271411517824,371,0.27109625376406576,24507.79627556835,0
45,47834.593821140865,537,0.5976682827027031,16224.096869472698,0
19,41395.069896796456,403,0.8660956336116915,15556.383840266379,0
59,41797.115881394115,509,0.9467337289233956,15762.17383437093,0
62,49508.70094676002,767,0.10590580440375763,20911.170144691576,1
23,41848.62843299352,753,0.15482861259771985,20803.495017985915,1
45,39307.313259842536,567,0.9447362587830797,14421.732157258846,0
45,51596.453415378455,685,0.7365352283347926,16262.949636895457,0
61,46175.34173868717,686,0.8829938248297731,18263.23203588539,0
61,72559.89482874033,558,0.20263263413534316,9311.56271724633,0
37,10235.45287410482,582,0.5875858711094019,21063.04118710228,0
47,66372.60277883692,339,0.7011395944174736,23674.159456136138,0
28,68691.27788746444,785,0.6801118854469727,20825.160524197287,0
45,18899.146513877757,519,0.4081516908666981,8772.030441927225,0
42,44859.68608879477,428,0.015394891691308477,5149.997722905629,0
56,44428.38701006313,819,0.5829260568042631,18543.59336758966,0
50,28887.32457923268,559,0.25310153917960876,11199.052755189568,0
18,38332.74968613687,665,0.45025424614289034,16435.666770614927,0
44,33341.36231801257,843,0.9575810150838173,22675.743600037742,0
69,76284.05665135435,823,0.3990353176424347,11715.22411800795,1
30,64035.17589721191,315,0.8398016066644267,13112.2267179552,0
58,69073.32642491237,428,0.18854060574925113,16383.61486294158,0
20,60825.08096064853,408,0.6724604980250288,8512.451800088847,0
56,33064.22343174156,832,0.9770069544389435,11210.71901997062,0
23,42132.196005803395,568,0.10189310087293679,15124.287518756346,0
25,57340.61841841877,461,0.008319942227192012,13497.725655911243,0
44,31668.082866620818,559,0.43358279263261434,18042.03876899613,0
26,60694.97645258582,401,0.0926254830513672,28829.898072196338,0
54,46395.119027627974,805,0.7483843496762314,15495.691697090622,0
50,44377.68788675604,546,0.9145486638485589,10791.440269809955,0
68,60664.39952305237,836,0.43402097270875883,22091.201773787823,0
59,56663.9496722906,430,0.25871164215544096,7055.9076233988935,0
61,44585.507512713804,652,0.4344033190066098,8055.459144854463,0
41,67389.94705046373,495,0.723447817850001,12024.482806761382,0
32,33784.05008600154,681,0.009054161580370979,13585.566397401872,0
49,59239.034104163955,526,0.5894539894846972,11904.636317413957,0
49,58896.51886952575,775,0.6132916848873791,14842.438377884886,0
41,45356.803410290144,776,0.6376882468959355,16373.709513731725,0
58,54891.99533363177,564,0.2420220799808772,20344.79767637569,0
69,31233.296354220456,671,0.7140527233781268,15455.941369218912,0
66,63860.40528810352,785,0.0913914863317764,12190.268761524492,1
66,47226.46795335517,733,0.1992703364668008,20073.22693219706,1
69,42159.154692214404,510,0.8774700466544819,10911.422621349346,0
29,65735.13838755334,676,0.7387231507265664,6836.986271563384,0
56,39434.84464185861,694,0.013745554011345251,21029.780089522712,0
19,28873.080554546606,749,0.2483762603698002,20709.26622405486,0
20,26650.562397141442,663,0.21440648299316456,11038.50803897947,0
66,59090.14927018459,756,0.2708063280369726,13004.505730895373,1
54,30793.559712555754,525,0.2475597702798864,10415.362273350353,0
66,76321.91272976546,430,0.06252629574284574,16633.12108782567,0
34,18771.058881744168,775,0.45894051659682034,23660.24645684041,0
66,75446.84552435057,576,0.7327334747861651,18514.40899297561,0
19,53165.26200803927,455,0.6067317247174364,20178.62321291516,0
19,48549.30332194411,517,0.6728716685980798,19098.64165845506,0
45,41826.21369786575,489,0.08114917853623915,14999.404257204533,0
40,55987.04171528106,716,0.9514907101767872,20416.702189556578,0
54,49435.47946362727,845,0.8384918338430248,18725.152814563997,0
49,66549.52823024782,340,0.8050903184956627,22197.22857576568,0
50,51713.41472993059,606,0.8229838050417675,12702.255294191218,0
18,52254.52642192817,637,0.9327105081327614,6309.441802273066,0
36,44545.81681679216,613,0.5442539661136977,20226.25507436539,0
19,49145.81564418399,374,0.2002820178676259,16748.84760303029,0
61,54617.026533380886,578,0.6167836078525412,13519.76949839382,0
43,24347.474110150615,475,0.742881493667939,13799.235938462543,0
49,29777.218668414305,572,0.7379173933540254,27773.43162951058,0
23,61148.96141034072,588,0.5214490241668801,11789.026737328644,0
49,52562.981571919125,571,0.06845871933357806,10733.483465868334,0
21,47240.24995470981,365,0.3711129384301278,15426.421167466759,0
28,50276.5089959809,782,0.9207666084633573,20902.454389864804,0
34,55213.72558042507,547,0.584448909757426,26392.00993264614,0
55,41903.60479535958,455,0.5383319432557134,18286.824816947854,0
41,38325.42911896531,346,0.2688535143821935,8647.95628010285,0
22,52937.67882646522,753,0.3684489199165789,24854.321353588995,1
69,35324.40833577452,500,0.8953460891531693,14902.656504614515,0
51,56123.79133571708,423,0.6664630475268357,10811.452840525151,0
23,24461.245936432395,300,0.7873870267523329,9603.037714503229,0
39,65437.33455988466,490,0.45434542306765513,19181.64359667728,0
28,57088.96223619564,815,0.6302472194561579,16194.14693093207,0
65,53840.44601470813,741,0.24838360874320753,16725.376884729252,1
33,64740.36475918271,442,0.7054608302834863,21432.515595359655,0
50,74982.11666693864,490,0.4276013337033373,10989.22704245178,0
26,65215.55097527196,832,0.4425455148147456,21830.77314136824,0
23,22386.88653002532,526,0.6493223245768817,12404.213386031548,0
33,30806.345498964478,612,0.9362806214689267,25820.03686956178,0
46,40627.72133456482,601,0.06400634660862092,17993.6950799657,1
20,50391.36575316251,759,0.8247432373470076,10398.807351118114,0
37,57764.88530703685,700,0.2923831104121931,4872.909583397603,1
53,39113.84280269802,692,0.4439194545063778,19044.623611395058,0
36,52801.50146715617,506,0.021913328775008956,13129.098620049082,0
43,38669.256014700164,509,0.30104607783431303,14222.171527390823,0
20,40827.23295512078,414,0.5026312426301305,18830.980045870536,0
36,28900.083547276667,550,0.05617607734743901,20052.06913125328,0
37,36151.50130833643,518,0.49109572938316515,21118.551703346453,0
49,29724.730915754997,706,0.9271106288584273,9125.793458085318,0
24,35361.90120534001,742,0.10539321810780522,22129.473748122946,0
69,65804.62694911759,653,0.7644407280755043,12104.773319159252,0
58,35759.01666752085,849,0.40967105337599263,3718.7503262588652,0
50,89485.73097256086,441,0.655173714524338,9107.79826569977,0
57,57399.76851321334,800,0.26023659798522936,16090.125460662824,1
56,52772.54185542311,846,0.1594922625413583,10105.928769594302,1
35,37124.6332972818,841,0.16046261427122643,14559.777654119782,0
57,60504.64819113487,806,0.07049194564314465,16691.26243764589,1
18,41365.43260643339,580,0.18564670490124302,14093.07298445357,0
28,51830.147219680424,723,0.6642193849889683,12528.228310716415,0
45,88401.26807403192,569,0.881690611843508,8746.519685058869,0
42,48559.10150413025,453,0.8141256855911618,15109.719041076662,0
67,67239.09989428514,382,0.6851343098744841,4675.213062076324,0
40,39452.35362311169,725,0.11043186341110267,11570.009791402894,0
48,49475.17264254557,574,0.28918744629594983,10361.079454696195,0
47,76562.00953453264,583,0.309806875322469,13803.115742455426,0
59,40595.494133183485,472,0.24995694639762123,13933.351003453654,0
52,77186.72836995393,626,0.5150056597097231,19799.783372168728,0
24,60616.279031832135,362,0.5355538148796726,22917.386386248,0
33,41562.99836158598,372,0.3568859751711102,9411.105798815148,0
43,59486.116085832815,674,0.353789158736436,24964.163126350148,1
65,64588.316744400945,807,0.8285555979060814,11103.522002392841,0
69,59327.149433257946,697,0.7892928483196856,15862.63391461545,0
66,26446.629201643154,419,0.30779583168074565,17554.31494574159,0
19,39092.94236262697,736,0.9137884438732593,27222.913762912533,0
18,46287.22046672743,764,0.952815017002506,12288.588311186679,0
65,48883.498563499306,585,0.32674254203004083,6016.3099351097335,0
29,59310.08146326017,564,0.35442494879305486,22451.897350964908,0
22,52665.51501399881,619,0.5056341534219588,10833.132206022827,0
54,29969.83461934848,675,0.9411208125336735,13192.057097122037,0
49,55702.967765089445,388,0.8763194331423115,9411.251730369124,0
26,59158.786179257346,502,0.1025679625835898,13206.481134755406,0
58,58396.856718965595,633,0.3927307432714162,10798.042318972795,1
52,66211.71088331932,521,0.5533711897497718,18382.209082473855,0
36,62508.83231823356,340,0.50313247255154,15403.958148609896,0
65,56887.70118842655,367,0.19386306793689267,11594.724196926605,0
33,48947.51432812029,813,0.8588167711681547,19979.359883294637,0
20,25085.58599726013,426,0.6769407829968374,16274.983753372993,0
37,56444.273286988784,554,0.8379083748518036,5769.758747779722,0
41,53115.31530744667,315,0.8587642793494722,19598.51657042151,0
50,54073.6825579306,776,0.7483558536657398,15924.339419263173,0
41,30848.77136269536,361,0.43921060124971734,21953.66243795771,0
69,33784.151893876064,731,0.6105467550154245,15619.587131713224,0
28,65797.29279999355,567,0.16036540611974315,11041.453247162026,0
66,49406.672692150176,334,0.6736454174749077,13978.523333490815,0
25,60222.510460589365,793,0.17925325573928075,19019.596654403602,1
53,50424.77564195692,768,0.6939495905101568,11146.314701495688,0
55,50446.34209243618,624,0.22959816075396866,12798.516064462208,1
57,64074.25708963996,603,0.11755130015021997,13891.557100004664,1
37,42259.32907673939,575,0.16528449014295743,9253.141948920635,0
52,51441.811654114754,500,0.001992135219070268,11218.382876857127,0
65,43065.87066942436,744,0.7187396178535302,15862.750959020952,0
42,43482.55658851527,623,0.7324010490583791,21012.388738265043,0
52,45362.41814797041,334,0.5149333499132595,16585.734923552376,0
42,53332.00657450569,781,0.1613628010553837,14770.693703154891,1
46,42818.77067504784,779,0.08355433751068975,10843.646130238445,1
35,68836.34188360281,364,0.01912896643728701,20475.80205860116,0
63,36580.89046670744,307,0.1657481769652207,17167.527499734213,0
35,47196.92533757961,600,0.8908555349831467,11466.351182403803,0
19,43404.034125887374,642,0.24153684170168177,19493.242293424504,1
52,71704.668265306,730,0.35427132721721566,17797.885307552337,1
33,52948.32164767362,723,0.10534548448133318,10932.34825316882,1
58,65477.66809202952,631,0.22236130474817029,14493.108718679,1
53,27716.59440444542,737,0.5192245707802051,12536.136358785316,0
50,54005.75398803888,473,0.6077526830956526,28167.689700158026,0
21,63344.46193435155,826,0.24535231416621106,17658.724415628294,1
50,51234.259839131366,325,0.05773215922511721,15933.810274241201,0
31,65982.20562598026,705,0.39103286912739865,17363.315280383566,1
38,42240.673248494415,531,0.23420337092633414,21895.81294098749,0
65,71140.2116027837,832,0.21955392322980194,14583.099277807672,1
37,84483.47185428876,849,0.9598628027134553,12050.453510671217,0
25,44557.42159340512,804,0.6163004859257241,19221.41614048709,0
24,43317.462178988426,478,0.5568784431720959,14125.27716999344,0
20,71800.7671567655,431,0.4157751035233219,9650.523354597484,0
34,73693.58218596068,754,0.42894433343014426,8676.567841219708,0
50,42157.09959270098,647,0.5409050038380808,22646.482754197667,0
65,43697.19774356214,839,0.6964298070361072,15658.222834596423,0
29,45773.230867092396,705,0.7021460961818294,12052.163080037993,0
68,29833.242334485843,375,0.17169390770544957,13828.325444789682,0
39,36220.22080273703,791,0.500112752076627,19037.223590041758,0
39,34937.88849871898,493,0.41195809503410197,13532.972420789774,0
63,38483.03652343807,461,0.8705269662693842,7752.901354112909,0
47,49479.72668919828,646,0.6314189212183764,16629.204260739625,0
55,53513.22098804781,660,0.5325040664159818,21041.739087867816,0
55,73257.50739221115,386,0.11539464217891737,20707.321589861254,0
62,35024.68938891814,561,0.6056378893234114,12203.350309313773,0
68,64764.83597714876,513,0.11720390568023342,21345.863282291895,0
25,46790.16733661736,561,0.33720657556575206,16064.749868358114,0
44,49258.044355213504,582,0.14284196481433187,21205.736719393633,0
44,60122.29238249906,766,0.6920736470243689,17868.435150012767,0
51,33159.16967656552,679,0.2062521138361526,7392.015786836652,0
38,55736.14619276076,661,0.391859373188026,23733.694687541734,1
47,52496.78312319584,748,0.8956747776187787,15258.919255994768,0
50,57386.76896012224,740,0.2043163833989703,17883.969119569087,1
45,54337.52965861727,392,0.5078050639587791,8279.77685764078,0
64,86829.50209866342,723,0.419271661166022,17526.632500390326,0
50,40433.900236230256,441,0.018124041045729733,20514.6386637133,0
22,42035.04567497274,590,0.7927581135728128,24676.60168299202,0
65,40652.89210362853,731,0.06904590631459973,22001.998973976413,1
36,41667.843212596184,348,0.4742550209769536,17771.123519730198,0
21,40439.19309040223,601,0.5606782949389499,7278.113233258069,0
52,67835.24796661327,489,0.6284264566145871,15661.363952487107,0
66,71307.56371984782,435,0.6886316293078756,12037.452173935348,0
34,41438.805593757854,703,0.2532723835227151,16174.889374081235,1
61,37514.66640343657,640,0.009978776658449373,8918.370836024505,0
45,57071.23334579606,617,0.723443662354912,13949.165461040493,0
47,41716.65433578543,662,0.5356565993475786,12414.084580969658,0
46,59493.97726633266,681,0.8361177032072488,12259.168220153768,0
63,53043.845312769496,532,0.8213883629006943,12308.819070044228,0
23,27263.838275041522,643,0.8433261677878832,14320.726418058777,0
52,73212.57801995092,848,0.48509465997954015,16430.97379524011,0
58,76938.16509643283,828,0.33362839583686565,2507.532060642745,1
54,40808.16964273421,482,0.79155820259137,3117.835718310682,0
41,44184.47660096024,340,0.45129411302925493,13306.543300390624,0
46,54287.98086087358,696,0.1834421964034345,14011.154776471929,1
66,55016.851849805375,793,0.8549740195614743,15945.556083019703,0
63,59878.164090092454,632,0.8825598767723473,11361.63822571888,0
48,80153.06808149524,426,0.4663097561401701,15047.325970113408,0
52,47345.79158758926,300,0.07569972730978747,15632.616025090276,0
50,38025.541331923196,467,0.38782608991693124,11327.209515672643,0
69,29310.21157978209,318,0.8035376594626034,20067.279108705505,0
38,39036.04940087121,631,0.9017740285462287,15884.931557275304,0
49,49503.095406893044,755,0.20347274249759584,17734.80547731645,1
40,76918.36795276681,408,0.06697361202527152,15344.228656419264,0
50,42235.830514457426,567,0.8773504531328387,25518.3655153086,0
20,53356.819274583475,744,0.3894049389788753,17981.98534558827,1
35,49753.65655890872,539,0.5417609642675633,12560.033418963874,0
42,67825.89910172127,600,0.9680658120507589,19104.834421842002,0
59,87903.98638810433,402,0.06656472791422285,6811.975412716641,0
48,42036.96840619519,549,0.6483180074520956,15598.001313335522,0
20,42658.40836222667,752,0.07410542257486707,16595.801450459952,1
57,65662.41315603608,819,0.3754689284665004,15655.103810393492,1
63,60228.37234439467,452,0.8038145451934468,13331.105645805563,0
41,77700.6098860405,473,0.4334722327556344,9938.633215814923,0
67,58758.92277988946,642,0.9971823539029504,11053.264939745188,0
49,44610.61863819411,730,0.5590592849466022,15510.374581236918,0
64,58859.82246038464,623,0.3211621526359535,9432.403837860038,1
39,66630.55370874362,719,0.22011132590475313,23850.838078236364,1
40,62307.23271796046,784,0.3505205342861618,1795.5116032814694,1
19,57609.11046660947,711,0.3725332737595508,13382.810662276981,1
44,66000.1203438373,383,0.06871367772396098,15551.948195538485,0
59,67539.4338566851,412,0.36957419942677316,17537.104639166442,0
19,70732.38486556291,631,0.4642385197392249,10420.376363687865,0
43,59730.64831384464,677,0.7227377522388047,20671.47396944106,0
34,47493.22879524718,340,0.656729484721608,8030.844780935386,0
57,52200.705296499844,404,0.7087656552291542,12169.35705696216,0
50,68097.63449762535,501,0.008363681876857099,18103.73777639712,0
26,37745.964935191456,749,0.21766739958053605,20200.94282396376,0
60,55530.099633093516,565,0.6616842883998565,7979.993518094511,0
65,44099.91781508959,509,0.48398936817974714,28225.183952075793,0
56,50431.17234402226,417,0.005313475668345946,10512.54218416395,0
46,69176.77793910948,676,0.8044946424318223,8439.087612361087,0
59,52866.48602029855,839,0.7728095732903374,17513.574458866286,0
43,50696.54822234223,383,0.5484191629935626,13258.532732092714,0
52,29602.15788530121,753,0.06646332577627212,12519.73843730128,0
67,61193.80349040831,813,0.7665150495325846,17978.2202878486,0
42,59682.26271711613,686,0.583713587731364,7363.521547860954,0
41,82448.8208495819,649,0.7819599771579592,6489.328000126488,0
30,45383.32647570499,595,0.7517469923958404,12012.88317428386,0
24,53287.254914959085,557,0.8030020719578371,20389.508697266625,0
53,53740.75525566133,380,0.5180080664046248,12229.723532936081,0
62,73661.79919645212,567,0.140324518193515,22995.78342264307,0
37,48570.567014195716,718,0.6711574733796887,21005.07380585945,0
18,54185.32288655509,534,0.6204737850519706,16414.730922537423,0
25,59118.44764574809,610,0.7422531871990872,16698.619296873785,0
63,52799.13684734537,656,0.1698810060507353,16410.01312508428,1
33,43303.49578174208,512,0.19497519990028922,15798.5886434105,0
31,52911.34989347462,348,0.8904095172193285,13168.791512609103,0
29,66104.47624789659,426,0.7499777984520708,13749.060833964186,0
68,34602.270508834095,522,0.9082284887003229,9650.19921703709,0
40,51994.54511220314,578,0.7587153211639207,3949.7860535491,0
32,39498.1877759124,707,0.5971553059903019,20520.353046410248,0
45,67925.69943387264,804,0.6541327370278737,15786.29218392649,0
51,27152.19642824338,593,0.88912792394001,15031.05677810893,0
19,41616.17229092617,576,0.5788067545119405,16992.245614289397,0
49,55658.17812596781,737,0.6323913243283874,10858.012726031755,0
40,73482.86043851511,406,0.15647671600360058,9994.688933077836,0
39,49013.746083905186,719,0.4739212201161027,13581.576531609237,0
68,41672.00709960202,728,0.716397111958099,21840.492408819064,0
42,78217.35604160884,674,0.2709426983163654,9156.294857534369,1
